Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date,SLA_Postal,SLA_Latitude,SLA_Longitude,SLA_Address,SLA_Building,SLA_Road_Name,SLA_Search_Query,SLA_Status,SLA_Missing_Fields,SLA_Is_Complete,Jigtech_Search_TOP_Year,Jigtech_Search_Status,Jigtech_Search_Query_Masked,Jigtech_Search_Log_Encrypted,Jigtech_Search_Source_URL,Building_Age_Years,Nearest_MRT_Distance_KM,Nearest_MRT_Name,Nearest_Supermarket_Distance_KM,Nearest_Supermarket_Name,Nearest_School_Distance_KM,Nearest_School_Name
ESPARINA RESIDENCES,COMPASSVALE BOW,19,Executive Condominium,3.0,"3,000",100 to 110,"1,100 to 1,200",Jun-26,544998,1.381892863220287,103.8913744130347,111 COMPASSVALE BOW ESPARINA RESIDENCES SINGAPORE 544998,ESPARINA RESIDENCES,COMPASSVALE BOW,ESPARINA RESIDENCES Singapore,matched,,True,2013,matched,[masked:b9cab2793a85],gAAAAABqkEP4uIrv2ho0HKb2qw7DdQq7eGzOzpQJmSKsp5nVBRQW6GMyN9lgTU1KLofAZn0dD-eHekD7oIVJpgWLoYWmxdjvqYN0rMfkcw1uWOoBH6bg2JG7l-6jD7j0dduuTFJKi13_xwwdQPLvVUJSKlrEamQtWUR-UuoGzka5_Zo2ntzlWwQSd499C8I-U-2HJ3abXimOpSQqiwa-5dMwGDgr7_tHEjn_FKG4FUam5hsl_D0PKWUjNSVPiwppQsUKGbIoYw1ISrC7zAuHuk5mkxBbYxTULyUY4x7KuuxWWpuMFf82Sf_y7VpEjWRooeIUyNWZJWPHRsFtsXxWYnUNmxg89eEjRHHDHhc0TcsZ942IsGZcli9HqKcyqY09PfbSU5DGVAbOZCRddZZOt19JlItL9SA3vDYutOWcE6PKcWDX5Dt884fm0P-_Xf7FlR0XY0X-xmM6LNtaBHm9cwG0FOxYgm5u7ukLxERda4WNyDx4z9doSitnZu7LiNYFkftdmkJfW92qZyDlDTdGC1-uQYcaFgHXyuMLedtbE7YrToIlEixJHXrUB9WpPE3rN6thLCfO4M0nTDEIkLbuM8EEzEaDTuU_p7tYN3ofc8ZqB1h9zQYljTourUvYLT_U7nD4WJ2D-liJvad9L6JuBq4Axp9CUdUm7XE5tKp0opSx8pGJqO-uOiJGR8XJIEPE4CPwJ3L5zYtwX0nh7pUMC6VVsPLChjlvCnCZB2bJueFHnLy7J3BExPXoQpmNZ0S92Jeau0gapZEFwVxr2ulTsNV6nB12rSu4lzWCqPh7pSxvePxr_u86IPLswwGY_onEViZ2fcSHORF-zDNbD6seG8BmBriQ0tcX3TOomHnN_Nmua52a3clWC5bPx9kdsrfFVBk003wUfXDyg8b9QqKIS9lMix5-uQltrit_xTIikwaSJwWBfxlJK3ZJnPr_pfvsz6A-NDMkMPidNpdQu3mbHchlTJNsUY8vMvm9RUFsnW3v4Cunexksjx1RoBvT1xPNfX_6KpqzXhJnq_LLOwXAF_MXgiWZaZiy1MnzHNRByvQC8NcxdkhuH5d7IoVE11nbU6UZ_RgFIjd5,https://www.edgeprop.sg/condo-apartment/esparina-residences,13,0.54,RENJONG LRT STATION (SW8),1.3,FAIRPRICE RIVERVALE PLAZA,0.87,NORTH VISTA SECONDARY SCHOOL
PRIVE,PUNGGOL FIELD,19,Executive Condominium,3.0,"4,300",100 to 110,"1,000 to 1,100",Jun-26,828748,1.390654591613188,103.9127525677816,19 PUNGGOL FIELD WALK WATERWOODS SINGAPORE 828748,WATERWOODS,PUNGGOL FIELD WALK,PUNGGOL FIELD 19 Singapore,matched,,True,2015,matched,[masked:450d91b52fe8],gAAAAABqkEP5wzVs-N7fG9SZzqvALKWmBULF85mL8lM4j6Fxy0-ol-1_9rYox3ZDoKwCyul-dDzlIB2e_1h0KzSgligbycaYJ5FngrIzFd6L9SYqlbf3XIpY1S_2a-E8byOQk0hb5ByvmQbZz-DPzMuzf737tRKK1kkng0DVrz-2qq9m5FloawA5HFY3Ij_ZDPqGPpSz1BXPHTSv2m8bkCByw_AmidA1wS362oY8B8EtlPc-nG5hkDdElRTIX0KHgr4MrjoYoc3P4qIWA5ZDcv3TEZoSAfKgrqSml9IBAI-eH2pjP-9c4dSpJJd1ehBkZO063hY1lfxpXdmfVH0TZX9vOG3tPbf2glBaJl1sVfTXS37aiWo_w2nkpt-Ayqx7MZsijCGXcViVi6FolcRj7-wR9KHDVobS1PmC1iwRJgPKNuo9M1YkH6KcM5OtvGHgxYZMwZ_AsW-vHOdQr8cLRo3BJLCNftpHfuP5VvwIRCSTWtMyyGpA7j4P4dpVod1rCPxSNnWcTiFrCXXDMHSLMz20v4adEQNivkoD2xom9x98ShjqnNWY4K8UUXL17LIgOFp6WOMEnFptHMdX90M4reegCJYLxzA2V6C2drRGm7-aQSqa8qZDWFxjpjHeNyM_EwyKoE2UV7z8EKmvl4PEOAyp6GZ78J7WYrbezOE7jZr5PhXaFPotg-huu4z6TfVPBh-OssoVjq4E9HenVryWfrS7r56-h_0JRSx-peRvwCnkKyeolkwZy3VtOskomZwBaWZivCIpltlcmrau3kaNAvexrSDf0GuFYzopq7hMcoeWoPweSBzr0F3eU-ZqFYyYXbFlUv4EvTkIWEqSZiy_WCLCnt-efJLxJBbhvkAAY3lTMmmmyhbh8b8bFyuCQglP-h293Rf9t2lIDfglwxraU838SBt1DsY3dmQ0IgKTpdDmnFnfLqHkxAIFg6iqzVeII6WSyZN-bZpeTUwqaXeF3DAoiiCZ0iNtrb7PZXeXKyVyjCcxzOMsdlv9HVbGdA2IdtaM0743ukFhneXmq3hPnzFpAnWFWQbLL_7EUQSYbs1DZZfYwGEiR-Q=,https://propkaki.com/condo/waterwoods,11,0.36,CORAL EDGE LRT STATION (PE3),1.27,FAIRPRICE RIVERVALE PLAZA,0.71,GREENDALE SECONDARY SCHOOL
EASTVALE,PASIR RIS DRIVE 3,18,Executive Condominium,3.0,"3,800",110 to 120,"1,100 to 1,200",Jun-26,519493,1.37395893406803,103.9537392302414,35 PASIR RIS DRIVE 3 EASTVALE CONDOMINIUM SINGAPORE 519493,EASTVALE CONDOMINIUM,PASIR RIS DRIVE 3,EASTVALE Singapore,matched,,True,1999,matched,[masked:2ec626e1d6cd],gAAAAABqkEP55-fis6IIRCRDYGwqSMeasZp3yPhIyQRNgbgsSgaNsG0aXMEhjrH7fZcsrOggHbysnUzK_lLKnoxYNKUp4k--qAAVVEhOjjdUXo6zHKdzXlE-FpmZ-HcYkrW1ktN8LXcazQJbrhX8Hqpiq0fWPw2zfKVaiDtuLdgF5v4YxNVwsxk7xfAcp7PzWE4kbIhupocknW8fxHOKC10oZyH7Q0x4ugT5HQagmJcOsYdvun_V5mdEucQ_2R_btJdTroJkXNehAxqy7QzEdwfxpe-VTvRx4UjeKkyARp1HKzZl64AkAIMAd-_mGQthWQD-7MvjREijdYjzGM8kskS33XjNTj7dNvgyF-Tb3rcVIuqRYT-gLj671dvlF6xmuFYyYuRqEU_pVJnQW5G8iUveE9vHtCI6Fu388ZK21UUGJDpaHiwLh_khzHkorQFxTxEc3-uY1p20Gmkua8l-SmVHTMXeyCwUnRX90p6jqGYwueR0Z1wZa33q592DXN17-WOpVtfF4Qx55i-gS2SRP0ua3DAiSqcvZs1Jc5RoM8JlrtWJZt4cXGEJxCnne9LxeXqS6OEIOdh3AKnA7AIUe0s2TfxXWdRNePiHl8F2OwmcSjfn2Kg8TVzdSbw7SocOLtJc13llXwdcdZlqOqTs57AHvR68ESIxC4IFqLkKSiZymqal8QECK95tGuNDlUTmoGIG2QYuaepZBiMJbtbPVsX_OrLfbBz0PKh8zKLh6CtwzgTm5I80Y8Wkrpzl2cYZQJ4VgVrJ4rbOZcPr7OFHiSxBOLKmA243xbHcyJXFgkf9KxRkZvAlhXzaQK77mUJlxGqbl0Z27oDPmrUCXsChkKkJO5QNmgGFidAP1Rvsj4UjrLs44gW1HaYaNhpyXWWQttYWmOWOiTZecNRg3Ts8Un5imGErHseLS5KkZewL8tXc8yjNPETQYMBFYPVmiGiKJqGII74B7cwiDbyng6rJ2a8VIDXxX-KqCplgSxafLmBmAQ5AHHwkmAac5IFeJTKRjX2qBqwSsl4oSVpqrRuAYqmuMDLnBeS8SYd0RwMK0AzAy-K1CXn78PY=,https://www.99.co/singapore/condos-apartments/eastvale,27,0.51,PASIR RIS MRT STATION (EW1),1.44,SHENG SIONG LOYANG POINT,0.89,LOYANG VIEW SECONDARY SCHOOL
NUOVO,ANG MO KIO AVENUE 9,20,Executive Condominium,3.0,"4,800",120 to 130,"1,300 to 1,400",Jun-26,569786,1.384367490120189,103.8424103127599,21 ANG MO KIO AVENUE 9 NUOVO SINGAPORE 569786,NUOVO,ANG MO KIO AVENUE 9,NUOVO Singapore,matched,,True,2004,matched,[masked:86a078c0451b],gAAAAABqkEP2v8ry50rNTUcQ4zMuj-fb4hWf5mx_uScayz6AYBa57OLHqigi24T3OPV1CtFKb66KM8mJlCWNGJx-AHJ6xq90lPe5zy-fpg_2dNpE1l-2g4hM_IpExPKWKO-0rHDSZybjrbHS-rZxB8BI0a6Jli2c-2Hr_6pVY_g5j9ZvmqNQbfHK7GeeHZ1qXQyb4TrKSCoWAskkjYENaNkmbckAFkkic0kXaJrlWICyycKUl8FqP-yeO-VwcqEPuxzycPIjwei6-vAyzkV9syprNmYtITFOiUkLhSOl1VByP6HNeP65SD61uh-LlrRZPdD2yGLMV0uaSDKAijlra4nPhUTRq5ogRMCqIFEeH1T6TQB3W5uaiNbTxSrklJ5qXZ9EdVTTWlQczbIjxOUVsIf2f4A4jhRi2Y_LP11oFFqg9ZzFDoOxsaYXi79hh9Q3RCchDpydG36oWB83Ot7VBIeMOvJoJUNqkTnIr4ebQqLpZ_iwdY05EFpi2QbHf0is_tlGfA1pKIki86kPMHd5SIzOnXD1gx0G53WVHnZWFmslKh_ING8wsARAw-u_hq6XFjWF5Ah5iv_GNn3_yvEnSqs6VWX0n_5eHwGQtq43CeXcjLPmXmkHHseKs_ztKtVyyRmhSJfkaB4ExSUu5GFJLKnd5uQGO2IErNAtwkwn9UJgDDwqqmYWmH5IM-YBgV102-oijhc9aZhNUYc-lkil5c7MYboSWtvuAIICGYdzD_pnMVwjEBt09aXX5MvclOjfeFwbahPqRgoWwGNrnrQ0mYlhWgw1wbvnII1wFxobfwNguLDpxiwASCux7nN9PNCJPAfqHPmTZIKlV1Eozb64bT40xk5zWbSiLKyUqBc9Jd6VPvs1pNL5dmvlum8zYtWyoQyi6PVqMG01p3oTzgBOYWubHRpvDrbocyWMNxf3FzFTxK7LzsMJ23eWNcYSr7OYqQtOQJbtnfrBHoFH_VFvoTyvnq62gSRcbGz0wBXIxeqT50HydrTfPBtJo6neZlBELlAhIvABjPmi3N8vxlwhAXgx5yJnxmkDT8LikNTC4LoFgBX1R2mx9FI=,https://buycondo.sg/property/nuovo-condominium/,22,0.4,YIO CHU KANG MRT STATION (NS15),3.43,SHENG SIONG SUPERMARKET,0.11,ANDERSON PRIMARY SCHOOL
LILYDALE,YISHUN AVENUE 6,27,Executive Condominium,3.0,"4,100",110 to 120,"1,100 to 1,200",Jun-26,768961,1.423928371088663,103.8493320552969,550 YISHUN AVENUE 6 LILYDALE SINGAPORE 768961,LILYDALE,YISHUN AVENUE 6,LILYDALE Singapore,matched,,True,2003,matched,[masked:b561d44c4649],gAAAAABqkEP5G0Qhzr5ILE5xQpl46p7yM5eYUWJDgAbwqqsWwmgUbKSoJH0PuF_4e6GnLA7LEj5YrPSBW3K4NS0VBeSdd00IqfB_jQIjtIJeHgMu4IlzDmiHzsWnK5yE3BFd4O78JTkxt-GXN2_rx4dYMDmmXx9qQ2V1vykWUMalCEZuQODTJDFSGU8d-am4jNXy0yEy_Mpxzh4cVVair4m7LRt4PAIEYrHFib0MvOvo5ec0M13wh-uyfvMh8BV7ToGEyJcjgfJBQdHy53NYP7YYNHPIaLnO0gXch3qRRjoBaJQsO3TTFdT6uYADwPIBkUgg5_UJpvjeb-nSqWF98Y4Nc15ATEVVoVZJacBckFJHX-zSDWAZDuAa3FOsSLStyH9zlhwQDjkFZCMLMWzNYyZG6Qw2VFt5bh_FwitSmIWKJ795ihAJ708IGkPKSQ_CvpSAXAeN7UzL4BTMyvjU0HmSj8-fBX0jzzomWzHOZX-Nw15IZ4SULe23fiofH3ert_WJRohou8j05Tnbs1s_L11UJgBDv8qJCjyYjFi3gqr4VQDzLna4ie3RuNPtUTHzbOGyHgp9s0Zb1EFsNfQC8MmdwlRzARwsi8m_Ejtq8ZYJazdAlh7T7H4p57G_yfi39G8jZCV_wyLAF0wfmkAdWHSWrbOOMfDrocCNL4Fm7UGKjOa-tcEBv5qedajvTf9MPjM17g9EtNInaAoDU75zkWF7t9gSjVSFs4TYV8iuGxi5MoDGzW5GAmbsm_TdUP9YMQv_ybmssX-sFrb-cUP-GF_-mHzre0jpl9m08CKO5uTujnw9lLv1E_4DgLs2mYV2qnHgNyuCSZOb_J6GzZESiHQJVz8O-fmNXleUHb3GfW0G0zjqltBg8RzXeLsqHsCmCvJz3wPjn_kzSovJW8hv6pJqNGCZ9jEV6K3m2SBLaw0ShZUohnO_c6JNTELaZAJskusA455KB0HKXYIxjeLGK4tIyC2BZWpDR-AKpjWenAiQEw-sez5HmtQqBDpqA0aEjRSwQJLpFFD0qUUUBVkX2ZJGJn9Oi9dQXuRFsT_4lctNShjEZVNh7Mg=,https://www.99.co/singapore/condos-apartments/lilydale,23,1.71,YISHUN MRT STATION (NS13),3.0,FAIRPRICE CANBERRA PLAZA,0.99,NORTHLAND PRIMARY SCHOOL
THE TAMPINES TRILLIANT,TAMPINES CENTRAL 7,18,Executive Condominium,3.0,"4,500",100 to 110,"1,100 to 1,200",Jun-26,528769,1.358923390077015,103.9404983837918,11 TAMPINES CENTRAL 7 THE TAMPINES TRILLIANT SINGAPORE 528769,THE TAMPINES TRILLIANT,TAMPINES CENTRAL 7,THE TAMPINES TRILLIANT Singapore,matched,,True,2015,matched,[masked:780853c434b4],gAAAAABqkEP3EOhkbooHN2I6Cf09I0VKpqjw4E7dKmobInYUbYa_lsf014SjJ3_t9_E0-hl8anIeZ0_HV1vWbHNglA64ytVEecxqRlwehEeZKw0GzDOg06VtUt_dIJq-eAKbnr_cGzNLxywXWVARTKwiNaYgiMpyflvT8rxlc7W6YE9tDIAteuk8DN4flNyTwMzMS8vbzBPICq7wE4CKxMErB6bgdAwdfG9iOTysynaEfC8p7lyYUUuVKwayQE_XpuDA-8xAZ69EOxaBEzWb22GSnbdTS8SlNwBrtun1Qp90sLk650GivejeOpeZ9NB35tw4bKqNG4T2WebJkxajOmXJXT3dgmBmuX2EAJdcIxvh_Q6au7CVQ_Uytz0aHTaya2bza4FbHwjK-Mb01xOf5mB6o_FwcEh8-r5kNv7naeGnQpBEdTc_Py76IrshswIKjmTNVf7yqxV9SyKgbS9XzBKAXdvYnUpisbFY8XoIP5CdvdPwokyuVS38BpebyiehHcfpFCZ8AYIajJaT4JgT-QQepvUHMGIjJr-_U6e2xjwvhHqb_ARssW-eflB47YRdBnbAPKoar11rFOfsveAmhQbOTbt9_8GN2rZ0tb__7HsBaj3_aueuZSA9FeRipimSzvXvf0owzNWNSa_fjGCfwFyw20L8GuJheUWRaBqQzVua8J7n1SVowcXDGEqm2TvQci3pOS05hPMCRluJbhlFYTTpWVOeo-eDOkC4voLNrk-bzp7G5VCcVX19_AQOzMQtusF17UnJzRxCqoxoc5UstLD2YXJQQS25fs1isLhGPdBIYiAVvN4E7nAP4x7MZhYOEzK7B6ivxLkYNsdEksZHRnz-MmK79juTJUstc7czunIgpC9QprRsxdR5nttJY_NJImfXAzzN7gsT3UFx3F_cuRSeevGgUfc4nvJoYFh3f6dYGmj9QqN2uPgVL9SxqoZuMDvMnt2uVbsCGgE9Wq3HJUYsDU_YpDrfxuckWw9FdlknY47b5PuecllAOpm7yckYWwAvzRxuqC35kwfm5NprwynC83bWD27JRtrDgLYAYiUqlgtO5Hz-1CURAv9IoYpsukJIfsn3K7Wm,https://99.co/singapore/condos-apartments/the-tampines-trilliant,11,1.51,TAMPINES WEST MRT STATION (DT31),0.76,NTUC FAIRPRICE TAMPINES CENTRAL COMMUNITY COMPLEX,0.55,ANGSANA PRIMARY SCHOOL
SOL ACRES,CHOA CHU KANG GROVE,23,Executive Condominium,2.0,"3,150",60 to 70,700 to 800,Jun-26,688238,1.376972903941256,103.7512723851177,2 CHOA CHU KANG GROVE SOL ACRES SINGAPORE 688238,SOL ACRES,CHOA CHU KANG GROVE,SOL ACRES Singapore,matched,,True,2019,matched,[masked:7fc28676c237],gAAAAABqkEP6YwSGUL0AhLr4H5paKMUrQtyHILsBgNnkplLFwlQ3ZFws3Z380UnHnNpR0kh3yqpKbaohPMr6NnpQKoI1DpVpt3B_-mMBqijggUAebRPrUCmkPvyGhPh5VDvp_sd0KrXI5HcmtFB1Sh0gtRV3yZcvIcJNuJq7Gj8FH0FT8MQn7yV89vMQk6K4K9JVCpfFNOokzK0GOoh0KP2tevIqOc7mo8-oum_k1d7sfYXzrzAyejBubPfcjo9P68EpGWWJ3LzTQGv4gWbE_ul29XSXn1amck3xZvdp0XPoKVlS7WAId5STG9VlO678G5zCqZlL7rEJyrebTfzChzaHK5QTHiexMir_11lGJ_1lKmEi8a3TTdSTfT0tzHTIXB3ePczLVvydaqRj6iGlhyW6wbicH3j9fiTH8Mhie9at9_j99nPwuQiqi4iNQwLxuF40gSeMixSrgos-nLRHIJujByMjgZQNug6C6a5-iqJVyJz2ZvCfmSsGjZXbegwnvUIxBfzBw0SxUrMt7AMydbJusbAy4mkq6XlswLyUYC76uXQ_ilZUJf2PEsdvuWOImgk6tEpLzl2hdyrPr-s7r_tPIlEsjtljag2plgPS5XjLgdji_Us0weZgxP76OhBd33m3ppEslCsDZ83uQLybqn3-ZprAd1gyJF1etbWhqFRhchroccytGgH70m_IJgzHSAlDBX5NezAjLLzUEZz5tLkCnAAHDS2e71CL6vAk5B6URVPvDDAnM5QCdebHZzGo0chprwpdyGDRk-i6AHrYoRvM6i3BPhGSRzWafGp0ZmiuoEgoFYtT-39_vBYuUDS-_jnCJb9m68xiK4nkgkZlCsG7Olgt-UOrzmnb3gLgpZuNHh_LKCO2hyAG2h4GiuExmwkLkcb8vUcmdFECLK5eA9JpXa8lPH3CayDu3CZ7gUTdbqnR7PeY0EJPLs5i5ShQ0ToNKsLayXQgC2VgoWfryq6kb3UYAWE_6_piY0rmkVhYv6_3AE8JNMHRrucfj2LoBpodQoVlUuxcTwMxWRhRJj8b-_UICjYXZmp-Dh6Fhw__LF98ReX044M=,https://propertybyjamesyeo.com/sol-acres,7,0.27,TECK WHYE LRT STATION (BP4),1.87,NTUC FAIRPRICE LIMBANG SHOPPING CENTRE,0.76,SOUTH VIEW PRIMARY SCHOOL
WATERCOLOURS,PASIR RIS LINK,18,Executive Condominium,3.0,"3,800",80 to 90,"900 to 1,000",Jun-26,518156,1.377427792656165,103.9598772258771,18 PASIR RIS LINK SEA ESTA SINGAPORE 518156,SEA ESTA,PASIR RIS LINK,PASIR RIS LINK 18 Singapore,matched,,True,2014,matched,[masked:ecd2a3eb182b],gAAAAABqkEP61_A04mMwtZR58i5fUjHFO9DoYdWQZY4omlaV3QWn2TAILy81qeX_k2WMx9Swgg-bRFtL33YU75v8c_nA84mfNOW3aaWLPW8iJDbYgoYbaomnSi3i7JoV2PjsJjJFLPPGqKtZtu7SJijFCDK_znCdqTTltIvI4faWvJ0B5Xtp5gOEAqzDO5OvXBA0bK2U2USf3coZtpvdvkJ5IDNj_tcvW3BR3a-djnob8ewuGqwYsmeburFoJZnAVOf1TjcPRzlaPn3_jXEMR9wlyA_2xxAQltS4PhpstWWvz4CBjgLolRFNTDiaUnHIgYiUt1mTVoK-qpfyitxeG3ks5nt4CciiB6o_dJsVmY38XPV6d8MTB3jEc3IkdSNOW9YFikUqLJa6F4zCqwO-MFowDuWSMEHBpXOzA18Q1c8ey1Q1mN44G7BtY8ID1b-4Int12XYQkMbi0q1mrBwqHlXe9zUr7wfdK_n-IfjGwats0gkfhMKtsApSSCXSo3jLLXp-iR6CpPe0begUITu0sMlN4U5kKZyEviQle_l-vsNxU7qQTbINcPqnWERQEFQxjplPJpR4y6IPwR_b585JoXmcgPghSi0RB1Q2rMGmkIhLZeqTNwKODu1EeAuiCUL_uyYUqMnJ46vEYZCR2xFk8waVgCgZmQsMuaWuIDiCrFIiS744n4vajsSjHq8SxTs_cJ7yY__iGgN8iEr4re273-RszqHhpOYmDz9ZDmzmflN17A5OgGI-6QD0LbJph5F7KYnuZjkREtM9yp99brW12wEeGGzedvPWnFaiWiVIigAOEKfA8cfHFwyMME6Kj98uhYWGf6Lc94spVlsawLopN_QgWWjgU6GgiRE1RNHFblz8UbcPEzxjOoSc6SyzlIj3PeCpMZCTnukb2EfMHMDy_rCH6XDTIujaj1PODxU17OLLRZ8ZhDUodk9sh9VakHJr33m2XCy9hXYBKDFA86SHTW9yh8NNcoyudX49KwXne3mR4NW_o2AMmL4LBUlYadwC9VeeTQXqu2npdhQzNVY-tiKpWXrlo1PMjMSWyn9x37DHzbjgTpzq3U4=,https://squarefoot.com.sg/trends-and-analysis/residential?p=watercolours,12,1.27,PASIR RIS MRT STATION (EW1),1.27,SHENG SIONG LOYANG POINT,0.65,PASIR RIS PRIMARY SCHOOL
LILYDALE,YISHUN AVENUE 6,27,Executive Condominium,3.0,"3,900",110 to 120,"1,200 to 1,300",Jun-26,768961,1.423928371088663,103.8493320552969,550 YISHUN AVENUE 6 LILYDALE SINGAPORE 768961,LILYDALE,YISHUN AVENUE 6,LILYDALE Singapore,matched,,True,2003,matched,[masked:b561d44c4649],gAAAAABqkEP5G0Qhzr5ILE5xQpl46p7yM5eYUWJDgAbwqqsWwmgUbKSoJH0PuF_4e6GnLA7LEj5YrPSBW3K4NS0VBeSdd00IqfB_jQIjtIJeHgMu4IlzDmiHzsWnK5yE3BFd4O78JTkxt-GXN2_rx4dYMDmmXx9qQ2V1vykWUMalCEZuQODTJDFSGU8d-am4jNXy0yEy_Mpxzh4cVVair4m7LRt4PAIEYrHFib0MvOvo5ec0M13wh-uyfvMh8BV7ToGEyJcjgfJBQdHy53NYP7YYNHPIaLnO0gXch3qRRjoBaJQsO3TTFdT6uYADwPIBkUgg5_UJpvjeb-nSqWF98Y4Nc15ATEVVoVZJacBckFJHX-zSDWAZDuAa3FOsSLStyH9zlhwQDjkFZCMLMWzNYyZG6Qw2VFt5bh_FwitSmIWKJ795ihAJ708IGkPKSQ_CvpSAXAeN7UzL4BTMyvjU0HmSj8-fBX0jzzomWzHOZX-Nw15IZ4SULe23fiofH3ert_WJRohou8j05Tnbs1s_L11UJgBDv8qJCjyYjFi3gqr4VQDzLna4ie3RuNPtUTHzbOGyHgp9s0Zb1EFsNfQC8MmdwlRzARwsi8m_Ejtq8ZYJazdAlh7T7H4p57G_yfi39G8jZCV_wyLAF0wfmkAdWHSWrbOOMfDrocCNL4Fm7UGKjOa-tcEBv5qedajvTf9MPjM17g9EtNInaAoDU75zkWF7t9gSjVSFs4TYV8iuGxi5MoDGzW5GAmbsm_TdUP9YMQv_ybmssX-sFrb-cUP-GF_-mHzre0jpl9m08CKO5uTujnw9lLv1E_4DgLs2mYV2qnHgNyuCSZOb_J6GzZESiHQJVz8O-fmNXleUHb3GfW0G0zjqltBg8RzXeLsqHsCmCvJz3wPjn_kzSovJW8hv6pJqNGCZ9jEV6K3m2SBLaw0ShZUohnO_c6JNTELaZAJskusA455KB0HKXYIxjeLGK4tIyC2BZWpDR-AKpjWenAiQEw-sez5HmtQqBDpqA0aEjRSwQJLpFFD0qUUUBVkX2ZJGJn9Oi9dQXuRFsT_4lctNShjEZVNh7Mg=,https://www.99.co/singapore/condos-apartments/lilydale,23,1.71,YISHUN MRT STATION (NS13),3.0,FAIRPRICE CANBERRA PLAZA,0.99,NORTHLAND PRIMARY SCHOOL
ARC AT TAMPINES,TAMPINES AVENUE 8,18,Executive Condominium,3.0,"4,200",80 to 90,"900 to 1,000",Jun-26,529595,1.349722447088601,103.9278360189049,3 TAMPINES AVENUE 8 ARC AT TAMPINES SINGAPORE 529595,ARC AT TAMPINES,TAMPINES AVENUE 8,ARC AT TAMPINES Singapore,matched,,True,2014,matched,[masked:8e3ff8c96f8c],gAAAAABqkEP40pnFH-74-Ltm4RghhRZ6KdBNyoFeiz130mavpWTYUBgIRwN6tzMB41YyBUpamHK3VL7QykwMBkNH0cUp35PviBIDMWbe87oZldFmdY4UX0_oZn-MnztKv1Xqh-pR9br7Vm1LWxQcjxRg7axXc5hftJ-JdQGo6QWVJysdwc4Nckk2oHKs5F2zdh-hdifLRjUmcKPrqvCXmduvUibD3575mi1Zu7oPnHqdu6M4tzyLnPzopOK8Ds9nvemYXOgQAzgq2wDoT6pYsBngWvqvuWjErOiWKsexFEzVdMT1IoYB29dHeqbNg_Tj3IJKBzN3EojWtm6_jeLgkueftSa042WToh1yuSjjxGFZaGWlkJhOOJugdYwHx6RPf3RgaUzc7QyZk__5-NRVRX4BxDvjtzsFNL5iqiBZkOs6jbO8MeO-w_J6MFRht7IU340pt9Yw5QAIUwT9R8JdS_IdNB5281jMKiZDyfTh5bbE_qVRUPaTYtIsP7Sf8oadT5I6IK5GQFz6f_OfS365AEK2R_cj-gHbfYoDUgubI6VjngOzBIepY3jD2Vnj3_xrml5RXeemAOl8FzGqQM5gDh6qx5A988VmS-pJ8EEsYiuWe_M1nZk9odNdg32YksCjrqxsgU_c5-Md33UXvxNacJ2_OKPFqgAlvoSNUXp7kW-qmWkpKyF7qC3lrQ1CVIPCpMYXjVntKspH5x4DeCjcg4RoPAlqiWVrG2W2lLlX33v3Ga65pf2c4A6xxGzeHlviAh42OK8BXAPljzMr_3mes2a5w-gJVTNVjw6hKaMet0DMOphx8WG2jsHW_J-nRPoPjlz6eQgicD_czZP2ZtHmltcOrNyri1wgeJm0wfF_pEn7Wb57WsjwB11qFqNvKvJfZQQfq7McTPq5msb7zwBvp3Ueg1vcjyIAB7kshVv2wi2ziGewAW7YLWSZxOR91CA7VgiVbslId-A1J1jLtG4V4IxjbX93RXAcmNUzMJGvT7LphIwVMjddrRdUGNqlemXceDjoalwx_EaSz0dHoTU6-iVIsbIvQPio9briLaJnKMIWuzipWoRXNcE=,https://99.co/singapore/condos-apartments/arc-at-tampines,12,1.27,TAMPINES WEST MRT STATION (DT31),0.99,NTUC FAIRPRICE TAMPINES CENTRAL COMMUNITY COMPLEX,0.28,SPRINGFIELD SECONDARY SCHOOL
